label,x,y
1,892.4865581371319,856.3145695234659
1,893.4926793289742,688.1911314902297
1,890.5373058448727,779.9842429029663
1,891.434331031963,370.3520757917377
1,893.5370449747759,737.6920616739518
1,899.7657100928134,659.2202448055737
1,892.4988156963242,684.8944153848887
1,897.9255345901828,513.4920243609891
1,887.5292474789169,862.3974118020462
1,892.8664984445355,491.06431628126535
1,890.6475060366765,685.4110561665663
1,898.928129786589,793.7271296909635
1,888.1516276250353,725.4933883365978
1,897.0884206827466,390.87347571584775
1,887.6516948638516,469.34840220475894
1,890.6615951677159,731.8566465795784
1,891.3201830426256,828.1792557541307
1,890.2618636957505,402.84313181923466
1,889.0029782908568,408.0329064467148
1,885.107110998524,706.2962805457418
1,885.4990698393514,715.7747850425603
1,887.8195222951468,372.3484340858125
1,885.2776638042221,767.0687395545858
1,885.0230533380288,827.0008030537954
1,885.7048355214831,707.9248189800044
1,898.3634663882253,451.5093935006279
1,895.14693453735,449.43371438753337
1,894.8958839555794,593.3679242614935
1,889.0850488774921,354.01251870973556
1,894.8627107274535,889.4954433350314
1,889.7391636454988,940.0735169679946
1,894.7075345554575,373.99497631141753
1,894.8277607456954,859.3285957449814
1,891.8808349891614,929.013732801033
1,895.6900984234533,705.736633393182
1,889.1694189671201,375.5177947391246
1,888.8317417213342,418.50582253184814
1,894.2795950375458,665.1223228942504
1,895.3116039626605,836.2652220714269
1,899.2570647103013,650.1463417696716
1,887.9808953647507,916.2754661536694
1,889.8484339464387,892.3756985944916
1,897.1533476314497,905.9705547060362
1,889.0264469938559,356.8671545299082
1,892.05983754509,877.9930347940998
1,890.5888387466543,698.0116261298862
1,889.7716675564587,906.9021056988975
1,894.6679927475179,858.4339911758599
1,889.6489909908062,700.2433475881816
1,891.8597667835786,826.6654182687645
1,896.3930436475349,875.2039029883531
1,890.1011265761881,457.74449897779243
1,891.7043309195536,830.3450535828774
1,898.9048821397846,510.2219963001168
1,895.3135922986199,877.8924576134976
1,897.1500658448581,956.8862123041034
1,887.8926867269971,350.72664304562613
1,899.2403756151245,572.8515241028824
1,894.9113469236081,651.1501231061786
1,885.5637268858268,567.6373796478565
1,893.588560318617,532.1859268755898
1,896.8672991303786,401.9690553396381
1,894.2340911143096,416.9172423490534
1,889.248700052108,657.1681057385924
1,885.2203082546037,634.6625663855621
1,885.2676745702539,599.3023370859529
1,895.3035730106826,420.7683034310405
1,885.141132940667,432.23022857765596
1,897.7513484750217,529.0237647408425
1,896.3284435407448,969.6654048904417
1,894.0022576267725,625.2719825208874
1,890.9609485020828,673.2928437661502
1,891.1487006147428,456.2817712245867
1,897.3946094438062,616.4625184630167
1,891.685003302347,942.163463094274
1,892.5397879020122,771.0172884281619
1,891.3719729564424,431.852483455177
1,897.18988341343,702.1916032882436
1,891.1197402570933,874.5872712669186
1,891.7312357544054,372.3203833999322
1,888.874894836043,595.4352658979241
1,887.4953626695285,567.0539309539515
1,887.5517275682486,816.4675539490383
1,887.4242572244691,783.635051631564
1,898.6518663257569,736.6876207011793
1,885.6394523066306,536.5466366409737
1,898.4206432522546,903.5040875937161
1,897.0900546415577,413.3429257483109
1,889.6294070484684,547.0519700258368
1,899.6207935016865,626.5242211130651
1,896.7247794920628,442.61920182887184
1,894.9500317248421,520.8972504501953
1,895.2366097733346,696.5439714407996
1,890.8843655565553,698.7933175007927
