label,x,y
1,889.9468730245407,349.94687302454065
1,890.0369413891193,357.12144843137287
1,890.0083443228717,364.1773584073788
1,890.0781207546036,371.33164188136413
1,890.109663758225,378.447691927239
1,890.1530667964571,385.5756020077247
1,890.1532277981391,392.6602700516603
1,890.229921611011,399.8214709067857
1,890.2514729879726,406.9275293260008
1,890.2389834561018,413.9995468363835
1,890.3135239538672,421.15859437640245
1,890.2817108970894,428.2112883618781
1,890.3805379633408,435.39462247038296
1,890.3449282637291,442.4435198130248
1,890.3723612173272,449.55545980887655
1,890.4464750152239,456.7140806490267
1,890.4267454138879,463.7788580899443
1,890.4238997939337,470.8605195122435
1,890.4773099302588,477.9984366908221
1,890.5193398345294,485.12497363734633
1,890.600773580742,492.2909144258125
1,890.6051046714313,499.3797525587553
1,890.585928338578,506.4450832681555
1,890.5948289221598,513.5384908939908
1,890.6462728618994,520.6744418759839
1,890.6640310426758,527.7767070990138
1,890.7327575741072,534.9299406726988
1,890.7168226769605,541.9985128178056
1,890.7466248057183,549.1128219888169
1,890.815860329165,556.2665645545171
1,890.8304464770794,563.365657744685
1,890.8810022643822,570.5007205742413
1,890.9321610301492,577.6363863822619
1,890.982103951507,584.7708363458732
1,890.9870180740097,591.8602575106295
1,891.0341855444071,598.9919320232805
1,890.959175381653,606.0014289027797
1,891.0070814293912,613.1338419927714
1,891.0597382162416,620.2710058218754
1,891.1213802850295,627.4171549329169
1,891.0942098194105,634.4744915095514
1,891.1484885375446,641.6132772699389
1,891.1548433683818,648.7041391430297
1,891.1763882766844,655.8101910935858
1,891.2768877565854,662.9951976157404
1,891.2185991446556,670.021416046064
1,891.3309065016814,677.2182304453434
1,891.2867786103474,684.2586095962629
1,891.306651626851,691.36298965502
1,891.3402722524431,698.4811173228658
1,891.3596744740424,705.5850265867184
1,891.4668359095826,712.7766950645122
1,891.4846950620168,719.8790612592
1,891.4543353048074,726.9332085442439
1,891.4964253265365,734.0598056082267
1,891.498518085097,741.1464054090405
1,891.575786076692,748.3081804428891
1,891.6497044438572,755.4666058523079
1,891.6882377583536,762.5896462090578
1,891.7085711130717,769.6944866060295
1,891.6650020295696,776.7354245647807
1,891.7585437378076,783.9134733152724
1,891.7173962829033,790.9568329026216
1,891.817225267212,798.1411689291839
1,891.806452593243,805.2149032974683
1,891.8613340108648,812.3542917573436
1,891.8303426213516,819.407807410084
1,891.9116229269408,826.5735947579267
1,891.9346857351647,833.6811646084043
1,891.9098824086452,840.7408683241381
1,892.0050268031436,847.92051976089
1,891.9848538719878,854.9848538719878
1,891.9901536882004,854.9901536882004
0,882.3008238335365,855.0508238335365
0,872.5225331410717,855.0225331410717
0,862.7275779421757,854.9775779421757
0,852.9704919843427,854.9704919843427
0,853.0221614994583,855.0221614994583
0,852.6559814784737,846.5448703673626
0,852.3644404763166,838.1422182540944
0,852.016134662955,829.6828013296216
0,851.6855512934623,821.2411068490178
0,851.3363346871395,812.7807791315839
0,851.022392241493,804.3557255748264
0,850.6643018526817,795.886524074904
0,850.3610677228362,787.4721788339473
0,850.0159546218576,779.0159546218576
