label,x,y
0,687.2777721870552,961.6349612136991
1,885.0404609879938,957.076351505294
0,205.45156322305303,422.190342070831
1,871.5232902292322,976.2237073668973
1,886.0812673388655,742.7552761549847
0,214.98023475436227,632.7865921261897
1,892.5117572642571,411.38005758899277
1,277.9873148607417,975.6989293294597
1,887.2942365945703,665.7903566524462
0,851.060593322037,776.0795750547968
0,798.4754039718961,1097.92548057284
0,804.4670398133378,1044.1265870031377
1,899.0548248040249,612.7217627968431
0,770.5923228071404,948.3224992462559
0,880.5342922863333,631.4703459844745
0,764.8748482632974,1011.4485554710312
0,199.564159502004,348.53553689965486
1,279.6492880671404,969.615043403136
1,339.07235363795184,972.3253435197174
1,772.4725563991141,967.742781236705
1,892.0727625794831,815.5670855165698
0,751.0796393248004,1102.1482000495323
0,648.6273629946054,331.0207368248317
1,490.2047972513586,974.6617638293692
0,382.43323207231794,381.9136455363973
0,497.24768871005097,311.136084902826
0,952.5586558195604,369.91115546825927
0,834.7049208848816,318.1279421248116
0,356.15906010318366,358.115238339151
0,949.4653555322653,386.99504583028624
0,202.57043822863133,422.542256671244
0,267.7326140065102,958.6345628635177
1,307.3455627790114,979.7631031207138
1,860.7938985952284,971.4140825018447
1,785.0238746836492,967.3277997857554
1,898.5299909060943,349.41170453018265
0,894.2592948133098,324.6559702042691
0,910.4505729489492,1036.2264980173359
1,669.5983702300252,978.7060843496463
0,341.1773948631066,397.1391109921234
0,910.7539738290654,872.260739885697
0,289.63918694637573,393.08243834221395
1,582.680170143866,971.4383170297264
1,438.21378746216914,974.9315895185376
1,462.7721920246303,970.452944322937
1,890.1331726446663,958.3724021637587
0,903.5508425230363,313.0571043743216
1,888.7175445511339,933.3141752375988
1,555.8277137984965,969.950666088034
1,886.2667017033248,869.5650087055766
0,744.4162086123257,1011.2813661058302
0,784.4256087802357,964.8704640273178
1,890.8568269230735,866.6654164818376
0,973.0433914283293,371.89437665034325
1,894.9860406513208,833.0321715660702
0,858.1828488401691,870.4028877277126
0,209.3115892878677,984.6040837421607
0,701.7317161855502,963.8650800263378
0,881.0818153938005,636.4484170614543
0,209.8540492717896,379.04191895160886
1,616.0173236099777,974.7309284897647
1,367.91857673418616,975.9033637930544
1,895.9547514076771,894.6089034014018
0,622.8173340644746,962.5035749899038
1,361.447787551492,969.6844269131013
1,888.045178798264,603.4648214134227
1,809.4604522073881,974.9312711564836
0,879.500422464313,531.6545660198282
0,396.866129033812,989.9415921024727
1,891.9803915552648,826.599643419098
1,892.9870419676142,832.1636574470613
1,269.1813314347805,970.8353405964143
0,907.7859900536681,969.9194643406512
0,796.1585086778205,1117.3995814488474
0,837.3167295384368,1084.995142298378
1,313.440849488575,978.8956635024992
0,855.128837183819,1051.0686754783846
0,214.9345153200423,484.9306334476899
1,424.00251005298776,975.7310634396256
1,895.0811390808415,979.8414671726171
1,887.747578252597,730.393276454789
0,866.8734212002022,789.4911762042757
1,717.2949907698908,979.6108398843734
1,244.6366751385244,975.7647065355117
0,203.44543426882046,745.063054732462
0,781.6911479604225,1004.4689770482963
1,886.3389936553045,427.63661992294413
1,888.3275129051334,332.1648463971999
1,886.6308172239056,452.9936871824053
0,847.2760389847851,770.3023899830914
1,885.4759809578889,580.0533300526236
0,220.48987359157718,569.5623448921867
0,830.1422245514282,1015.3731293757786
0,837.2026720828517,1009.7651404564624
0,462.8515189006046,326.6177280374863
0,903.470908059242,410.2262845073754
1,596.2589033214223,978.1285915938442
1,431.865596927088,976.4004181613826
0,264.89082024545417,349.2981482248541
1,496.0127390440995,972.0406933034875
1,651.610570211721,975.046520684032
1,894.0531873387721,911.3191542542546
1,224.5369500423422,976.0450612365196
1,725.1743779719471,973.8998510328239
0,218.85675757090618,588.9097674669688
0,271.9121596967441,375.8406048992269
0,211.84742455268488,486.1079018360922
0,253.10700588365228,400.3806949475368
1,897.1070176849094,415.2456014496924
1,361.3888498996306,966.0152734036743
0,227.10517743474207,394.8045046130301
0,839.3069920732692,950.4830611093221
0,517.7951120597667,333.4669759039797
0,845.0629341387956,1002.6773960120908
0,616.2207442143982,963.700802631508
1,896.0367009741011,382.7103545187729
1,568.203076750623,970.1493882010216
1,560.4715392646282,978.1252728389356
0,228.16162556267662,418.77817166429213
1,736.831707159723,976.721824958426
1,254.46971117311188,979.1194075416932
0,364.44725634252546,989.6345317196157
1,888.0096516947557,481.72771108795166
0,754.7678817492758,1107.1932867746816
0,908.8784556143179,666.9393242325052
0,860.1286415790862,367.63178812324037
1,887.7568064185533,784.6310455773211
1,465.3052097263781,970.746056739442
1,215.99047251604253,969.9310735427327
1,888.8454821475743,817.272371403293
1,554.2880000921131,970.5403023156655
1,895.9785710926452,348.4981269594127
0,295.02135873473185,368.45462165269805
1,897.4946214871111,709.5885710269245
0,221.23362564748172,853.5311139744119
1,890.5411869269012,855.7920461963292
0,320.5184098575648,417.71110990833336
0,526.1447414590866,317.52897603837005
0,625.9537715203734,316.13192251859834
1,834.4287804348976,975.201068576911
1,896.1766559739364,706.339644678508
0,845.3029007238983,862.5420436710189
1,796.0009653536191,968.7985960422383
0,903.1394662298958,549.7459467988244
0,268.5435074413582,369.8275942804332
0,206.013842696561,922.5076905960407
1,736.8536641320338,966.655976158684
1,552.5108619829099,978.0794997727887
0,910.2631157159191,1010.3329159311212
0,877.9104638971883,924.954642026851
0,910.6962206873267,610.6617883189249
1,699.7188489784619,965.5867413371744
0,202.06508847288038,782.7605431134004
1,519.5194870060549,979.5102898478723
1,409.6295792925741,969.572623687434
1,887.429959562854,963.0297532847943
0,822.9428544017983,1041.1587350883276
1,633.8423966143871,974.2300478606484
0,902.2287782577048,873.0136701226253
0,774.6373602261157,1054.6564293053818
1,870.7591763791788,969.4072581501224
0,264.91056245657796,391.60538499592866
1,518.624764106362,969.423139065036
0,857.3122600889667,960.0197267362457
0,634.9547659272052,308.7497220236218
1,892.8531384179075,331.33488130063637
0,562.4889002473486,980.046416966492
1,756.2295540689877,972.2502547022048
0,605.2644858474229,957.2048916241837
1,891.4852540570569,627.2449391622231
1,885.5281378735042,607.1012456904458
1,898.6514945321637,624.0108520016167
1,390.2625347438624,974.0603935982092
0,988.5700816709947,375.56700088932706
0,749.2549750895798,995.1187400724924
0,275.36481603070234,319.8167950905608
1,525.2664903032634,968.8548087404537
1,885.2351629681517,897.6957088384726
0,638.8628937363546,982.9961891566812
0,897.4902538964191,985.7821032232712
0,900.5227623785402,412.4082690652034
1,891.1377858104859,777.3726668044529
0,904.458776657343,879.4168716507346
0,874.4259017176075,815.1070464804272
1,330.38206863446914,969.7113360817436
0,877.249843399365,690.2982523952087
0,846.9696367348309,814.2117251549571
0,900.357006993445,992.138722611626
0,849.8869511221131,950.7776005612
0,301.5740679721136,414.13464477067686
1,892.1819405545427,867.1656805581929
1,891.3322179914086,616.5768234298972
1,891.0910044419113,600.7869508885227
1,736.9346925182123,973.4016768428912
1,303.27569512738273,970.961174996848
1,799.7032267912554,979.4331691977223
0,756.5961567900612,939.1273734438278
0,573.7080837847603,986.549215590132
0,751.8175506561189,936.6135123437987
1,552.8370248121029,971.7482437708368
0,642.2161902011276,984.0160535445984
1,699.790547572758,970.3078023497501
0,291.502560018225,352.87541597442976
1,285.2758846397872,971.3886288261521
1,889.9180645577983,418.87809813231
1,892.3636709681688,820.47630986991
0,222.91019299938563,341.82357916081367
1,246.69660842363655,974.3976297965448
1,885.4015480560671,689.1436112266052
1,435.2504139193365,976.1646491964549
1,887.186995005738,506.9501765535397
1,349.55243505873256,975.6108377128623
0,824.7536459475992,1079.8448991666712
1,564.6945356772821,979.6143088946058
0,258.22779320504316,354.25200634905775
1,572.7707047856518,976.4137947435652
1,493.0903514813537,976.9970461148146
1,707.4060030372517,972.1265260830432
1,301.8492188692378,978.6195435978152
1,364.8246027967836,975.4185971058788
1,855.8429627984157,965.870027051821
0,196.06923692223805,860.6108615783683
0,541.5146857226941,985.8539650238408
1,898.5656038219885,949.5816011050483
0,215.42646562800263,407.45553798943763
0,994.7997627149227,341.8848464311252
1,895.1687854968317,501.04711202610565
1,826.6214023576161,975.5315357732993
0,910.33213354858,799.9233286476193
0,999.4395384621013,342.81522052513606
0,283.1190610800345,325.7178051322672
1,744.0688773091855,974.9138561852956
1,858.5536085376858,974.2627399006378
0,258.87394433727553,333.68642487266135
0,815.8237300470059,1085.513899231038
1,410.5770089595432,974.1247219997997
0,214.9406803738847,702.0438267125301
1,422.17249746167926,979.8863598897917
1,619.612357317131,971.8319971674664
0,940.7347868306778,364.60079127355385
0,860.0549047325712,366.0881553078689
1,891.4158819881709,690.0521186762143
0,376.75508289104096,380.89303471803885
0,768.6609625084503,361.152153296812
0,914.7202415338788,400.4955972798427
1,897.317765480377,491.3290488523872
0,247.15883412967602,412.2119985233644
1,865.8181631695198,968.3003860755464
0,906.9135077383008,442.48716414991617
0,811.1211461112217,1031.1779114516012
0,833.5351035590198,348.9968336627146
1,895.0730817427043,332.8935486410831
1,589.2304035207746,965.9176405122478
1,451.88026756562823,973.3022558052656
0,374.4694725954311,323.91479966270197
1,885.8692538551029,448.28064689280563
1,892.8363236647908,395.6616650746485
0,866.6450549126614,791.203354441952
0,206.03656618869357,806.7636179274434
0,511.64203268211236,983.0893154945468
0,255.0574833728475,338.2574302114835
0,855.7289276227702,862.8542002202634
1,899.8511281871762,428.16689652569016
1,890.2523131234323,917.7569452823673
1,899.6438943381752,485.16871130952387
0,334.55243447992973,985.2329758487773
1,886.3877809510818,388.093399151829
0,875.3306595393732,919.6293566168853
0,983.1532513379359,312.4773694603136
1,870.8944774688583,970.0420036633383
1,574.2441771773595,975.2349119232483
0,904.6056779736767,667.520692963069
1,404.64781167870984,966.1751714352904
0,571.9095294562906,986.5700862108293
1,894.184492316958,742.2586830282828
0,807.4018903709215,321.40162874152196
1,851.2186040617647,979.520036810922
1,702.6690412329547,969.3198888373337
0,764.2484167667232,1035.6347025484044
1,326.919545967174,972.4857610311287
1,698.0865102761975,979.8329508235487
0,808.8521581377215,343.88722427987216
0,213.18025391920966,701.2733497159296
0,270.46528528600294,380.68550096342176
0,825.1687759024087,999.7205453867406
1,899.4035276883708,712.6872769960629
0,770.3785065589215,931.566027980798
0,196.82312952698157,357.0269377025852
1,772.5933390933408,976.7187695926167
0,831.9814121318773,958.8367550122226
1,895.1566156718898,749.8428962925674
0,905.250738934238,404.44862954371035
1,886.8508623034044,760.7969693978882
0,814.143939998827,1150.5363203039979
0,743.4901791346138,332.8484240673331
0,676.5224248673126,984.627364122104
0,221.7570741079353,541.118232938554
0,351.42299830841375,984.6041227148061
0,459.2641023075268,983.6161258241397
0,810.0864103696135,1080.8899887382545
1,890.8646655438279,403.7831765750312
1,249.8233290127479,975.552629921857
0,355.2224770210765,362.9573041927024
1,895.4653486267122,331.0549208981876
